기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2018	성동구	왕십리도선동	한국인	27,345	1,374	1,230	706	1,000	1,998	2,461	2,328	2,649	2,003	2,170	2,249	2,186	1,629	1,055	848	725	432	186	73	16	27
2018	성동구	왕십리도선동	외국인	508	17	7	10	10	108	60	73	45	36	37	41	45	15	3	-	1	-	-	-	-	-
2018	성동구	금호2.3가동	계	24,467	1,200	761	720	1,018	1,417	1,691	2,055	2,559	1,918	2,098	1,873	1,863	1,631	1,146	949	803	434	206	80	21	24
2018	성동구	금호2.3가동	한국인	24,271	1,193	760	718	1,016	1,405	1,670	2,033	2,533	1,897	2,076	1,845	1,845	1,619	1,144	949	803	434	206	80	21	24
2018	성동구	금호2.3가동	외국인	196	7	1	2	2	12	21	22	26	21	22	28	18	12	2	-	-	-	-	-	-	-
2018	성동구	옥수동	계	27,518	1,513	1,329	874	920	1,450	1,858	2,429	3,207	2,291	2,200	1,972	2,059	1,765	1,193	915	721	469	218	79	30	26
2018	성동구	옥수동	한국인	27,245	1,500	1,319	866	913	1,442	1,834	2,386	3,167	2,256	2,176	1,953	2,044	1,753	1,186	913	719	467	216	79	30	26
2018	성동구	옥수동	외국인	273	13	10	8	7	8	24	43	40	35	24	19	15	12	7	2	2	2	2	-	-	-
2018	광진구	소계	계	371,063	11,578	12,357	12,966	17,274	30,131	36,505	31,541	31,339	26,618	31,484	29,663	30,049	23,939	15,380	12,100	9,292	5,251	2,320	826	260	190
2018	광진구	소계	한국인	355,559	11,122	12,060	12,825	16,409	26,671	34,585	30,081	30,366	25,848	30,316	28,133	28,294	23,417	15,262	12,069	9,278	5,234	2,316	825	258	190
2018	광진구	소계	외국인	15,504	456	297	141	865	3,460	1,920	1,460	973	770	1,168	1,530	1,755	522	118	31	14	17	4	1	2	-
2018	광진구	화양동	계	24,804	299	272	264	948	5,032	5,567	2,793	1,773	1,141	1,240	1,143	1,155	1,011	695	579	449	272	94	40	19	18
2018	광진구	화양동	한국인	21,441	272	259	257	537	3,423	5,002	2,559	1,680	1,082	1,151	1,056	1,034	977	686	576	449	271	93	40	19	18
2018	광진구	화양동	외국인	3,363	27	13	7	411	1,609	565	234	93	59	89	87	121	34	9	3	-	1	1	-	-	-
2018	광진구	군자동	계	22,029	629	562	504	933	2,562	2,797	2,097	1,866	1,330	1,527	1,539	1,622	1,326	879	755	595	328	115	43	12	8
2018	광진구	군자동	한국인	19,935	572	535	501	714	1,694	2,440	1,915	1,784	1,284	1,475	1,465	1,526	1,308	874	750	594	327	115	42	12	8
2018	광진구	군자동	외국인	2,094	57	27	3	219	868	357	182	82	46	52	74	96	18	5	5	1	1	-	1	-	-
2018	광진구	중곡1동	계	16,500	554	386	361	589	1,033	1,648	1,726	1,565	1,118	1,321	1,307	1,453	1,194	741	671	476	203	100	34	11	9
2018	광진구	중곡1동	한국인	16,043	535	377	360	557	1,016	1,616	1,663	1,529	1,085	1,280	1,246	1,386	1,167	735	665	475	198	99	34	11	9
2018	광진구	중곡1동	외국인	457	19	9	1	32	17	32	63	36	33	41	61	67	27	6	6	1	5	1	-	-	-
2018	광진구	중곡2동	계	22,699	707	763	715	909	1,496	2,313	2,154	2,062	1,530	1,793	1,890	1,955	1,518	1,034	810	578	291	115	49	8	9
2018	광진구	중곡2동	한국인	22,327	696	752	707	895	1,462	2,270	2,106	2,017	1,510	1,753	1,841	1,918	1,509	1,031	810	578	291	115	49	8	9
2018	광진구	중곡2동	외국인	372	11	11	8	14	34	43	48	45	20	40	49	37	9	3	-	-	-	-	-	-	-
2018	광진구	중곡3동	계	17,843	528	452	508	698	1,205	1,589	1,557	1,502	1,192	1,468	1,603	1,701	1,308	857	681	534	267	121	48	9	15
2018	광진구	중곡3동	한국인	17,604	520	448	504	696	1,190	1,562	1,537	1,482	1,175	1,443	1,563	1,657	1,297	856	680	534	267	121	48	9	15
2018	광진구	중곡3동	외국인	239	8	4	4	2	15	27	20	20	17	25	40	44	11	1	1	-	-	-	-	-	-
2018	광진구	중곡4동	계	31,159	1,023	890	889	1,540	2,246	2,453	2,414	2,462	2,099	2,692	2,886	2,833	2,319	1,526	1,262	870	433	207	63	25	27
2018	광진구	중곡4동	한국인	30,782	996	876	878	1,524	2,220	2,409	2,355	2,416	2,067	2,669	2,853	2,802	2,310	1,521	1,262	870	432	207	63	25	27
2018	광진구	중곡4동	외국인	377	27	14	11	16	26	44	59	46	32	23	33	31	9	5	-	-	1	-	-	-	-
2018	광진구	능동	계	11,891	417	295	241	377	779	1,536	1,589	1,306	846	799	733	781	737	440	391	328	163	79	36	15	3
2018	광진구	능동	한국인	11,558	386	287	237	364	747	1,492	1,526	1,279	832	782	710	751	715	436	391	328	163	79	36	14	3
2018	광진구	능동	외국인	333	31	8	4	13	32	44	63	27	14	17	23	30	22	4	-	-	-	-	-	1	-
2018	광진구	구의1동	계	23,282	668	487	538	916	1,772	2,914	2,500	2,133	1,620	1,904	1,770	1,840	1,348	910	754	652	349	130	46	17	14
2018	광진구	구의1동	한국인	22,517	642	469	523	906	1,737	2,836	2,417	2,072	1,569	1,818	1,653	1,703	1,313	901	751	651	349	130	46	17	14
2018	광진구	구의1동	외국인	765	26	18	15	10	35	78	83	61	51	86	117	137	35	9	3	1	-	-	-	-	-
2018	광진구	구의2동	계	27,974	1,032	1,092	1,144	1,432	1,796	2,000	2,045	2,438	2,149	2,462	2,313	2,296	1,909	1,350	1,062	726	449	179	59	17	24
2018	광진구	구의2동	한국인	27,558	1,000	1,058	1,123	1,415	1,776	1,953	1,990	2,385	2,117	2,437	2,283	2,266	1,894	1,348	1,062	724	448	179	59	17	24
2018	광진구	구의2동	외국인	416	32	34	21	17	20	47	55	53	32	25	30	30	15	2	-	2	1	-	-	-	-
2018	광진구	구의3동	계	30,476	1,069	1,093	1,196	1,596	2,310	2,660	2,578	2,510	2,190	2,741	2,516	2,481	1,985	1,214	889	687	422	229	81	22	7
2018	광진구	구의3동	한국인	30,151	1,054	1,086	1,193	1,591	2,300	2,626	2,528	2,484	2,158	2,707	2,473	2,435	1,969	1,210	889	687	422	229	81	22	7
2018	광진구	구의3동	외국인	325	15	7	3	5	10	34	50	26	32	34	43	46	16	4	-	-	-	-	-	-	-
2018	광진구	광장동	계	36,309	1,144	2,429	3,027	2,786	2,375	1,902	1,663	2,633	3,609	4,460	2,976	2,277	1,675	1,051	763	692	490	234	90	23	10
2018	광진구	광장동	한국인	36,139	1,138	2,417	3,019	2,783	2,362	1,882	1,633	2,614	3,592	4,445	2,966	2,268	1,673	1,047	762	692	490	233	90	23	10
2018	광진구	광장동	외국인	170	6	12	8	3	13	20	30	19	17	15	10	9	2	4	1	-	-	1	-	-	-
2018	광진구	자양1동	계	24,476	656	620	793	991	1,863	2,563	2,186	2,160	1,798	2,025	2,049	2,086	1,612	1,043	802	668	339	142	52	15	13
2018	광진구	자양1동	한국인	23,295	616	589	776	978	1,766	2,455	2,080	2,050	1,716	1,901	1,867	1,886	1,562	1,034	798	664	335	142	52	15	13
2018	광진구	자양1동	외국인	1,181	40	31	17	13	97	108	106	110	82	124	182	200	50	9	4	4	4	-	-	-	-
2018	광진구	자양2동	계	27,435	956	1,049	926	1,283	1,820	2,231	2,176	2,513	2,135	2,304	2,170	2,376	2,027	1,264	945	641	367	164	61	17	10
2018	광진구	자양2동	한국인	27,038	931	1,038	921	1,279	1,803	2,196	2,131	2,471	2,107	2,259	2,118	2,315	2,003	1,261	945	641	367	164	61	17	10
2018	광진구	자양2동	외국인	397	25	11	5	4	17	35	45	42	28	45	52	61	24	3	-	-	-	-	-	-	-
2018	광진구	자양3동	계	30,132	1,290	1,463	1,423	1,524	1,948	2,234	2,156	2,591	2,354	2,668	2,383	2,495	2,039	1,166	847	690	495	255	75	27	9
2018	광진구	자양3동	한국인	29,811	1,283	1,458	1,420	1,515	1,927	2,197	2,118	2,557	2,329	2,627	2,349	2,453	2,020	1,162	845	690	495	255	75	27	9
2018	광진구	자양3동	외국인	321	7	5	3	9	21	37	38	34	25	41	34	42	19	4	2	-	-	-	-	-	-
2018	광진구	자양4동	계	24,054	606	504	437	752	1,894	2,098	1,907	1,825	1,507	2,080	2,385	2,698	1,931	1,210	889	706	383	156	49	23	14
2018	광진구	자양4동	한국인	19,360	481	411	406	655	1,248	1,649	1,523	1,546	1,225	1,569	1,690	1,894	1,700	1,160	883	701	379	155	49	22	14
2018	광진구	자양4동	외국인	4,694	125	93	31	97	646	449	384	279	282	511	695	804	231	50	6	5	4	1	-	1	-
2018	동대문구	소계	계	364,338	11,347	11,970	11,641	16,258	32,448	31,210	25,802	28,992	25,519	29,438	27,730	29,134	25,684	17,987	15,070	12,490	6,986	2,950	1,070	353	259
2018	동대문구	소계	한국인	348,052	11,083	11,813	11,543	14,990	25,740	28,549	24,523	28,266	24,950	28,780	27,020	28,403	25,401	17,891	15,035	12,473	6,968	2,944	1,068	353	259
2018	동대문구	소계	외국인	16,286	264	157	98	1,268	6,708	2,661	1,279	726	569	658	710	731	283	96	35	17	18	6	2	-	-
2018	동대문구	회기동	계	12,868	253	318	303	804	2,883	1,893	973	790	681	735	626	597	566	395	365	354	184	83	45	8	12
2018	동대문구	회기동	한국인	10,356	241	311	302	448	1,415	1,446	867	757	656	720	610	584	563	391	362	351	184	83	45	8	12
2018	동대문구	회기동	외국인	2,512	12	7	1	356	1,468	447	106	33	25	15	16	13	3	4	3	3	-	-	-	-	-
2018	동대문구	휘경1동	계	14,653	305	282	309	716	2,178	1,802	1,055	986	838	1,057	1,020	1,024	860	698	581	486	273	124	37	14	8
2018	동대문구	휘경1동	한국인	12,932	296	278	302	533	1,266	1,494	972	946	801	1,014	989	988	839	694	581	485	271	124	37	14	8
2018	동대문구	휘경1동	외국인	1,721	9	4	7	183	912	308	83	40	37	43	31	36	21	4	-	1	2	-	-	-	-
2018	동대문구	휘경2동	계	25,147	692	853	962	1,325	2,786	2,580	1,617	1,756	1,714	2,043	1,877	1,770	1,652	1,178	938	738	398	179	58	21	10
2018	동대문구	휘경2동	한국인	24,561	676	843	958	1,296	2,580	2,449	1,563	1,718	1,691	2,026	1,854	1,749	1,642	1,176	937	738	397	179	58	21	10
2018	동대문구	휘경2동	외국인	586	16	10	4	29	206	131	54	38	23	17	23	21	10	2	1	-	1	-	-	-	-
2018	동대문구	청량리동	계	22,527	489	593	574	808	1,374	1,460	1,410	1,407	1,340	1,768	1,889	2,285	2,090	1,505	1,326	1,120	635	298	108	22	26
2018	동대문구	청량리동	한국인	21,838	476	584	568	795	1,262	1,393	1,333	1,360	1,298	1,692	1,806	2,191	2,062	1,494	1,323	1,118	632	295	108	22	26
2018	동대문구	청량리동	외국인	689	13	9	6	13	112	67	77	47	42	76	83	94	28	11	3	2	3	3	-	-	-
2018	동대문구	용신동	계	31,961	831	767	705	985	2,512	3,219	2,768	2,670	2,178	2,481	2,437	2,827	2,252	1,579	1,407	1,206	695	271	101	48	22
2018	동대문구	용신동	한국인	30,452	789	730	690	951	2,208	3,075	2,600	2,566	2,080	2,352	2,288	2,635	2,190	1,560	1,403	1,204	691	269	101	48	22
2018	동대문구	용신동	외국인	1,509	42	37	15	34	304	144	168	104	98	129	149	192	62	19	4	2	4	2	-	-	-
2018	동대문구	제기동	계	27,576	597	646	640	1,128	3,213	2,518	1,970	1,826	1,560	1,923	1,963	2,256	2,068	1,590	1,347	1,176	683	318	94	38	22
2018	동대문구	제기동	한국인	25,099	576	627	628	900	1,931	2,166	1,818	1,743	1,501	1,865	1,887	2,170	2,035	1,578	1,344	1,176	682	318	94	38	22
2018	동대문구	제기동	외국인	2,477	21	19	12	228	1,282	352	152	83	59	58	76	86	33	12	3	-	1	-	-	-	-
2018	동대문구	전농1동	계	30,988	1,112	987	886	1,313	2,274	2,396	2,069	2,603	2,139	2,500	2,532	2,671	2,338	1,555	1,372	1,175	626	282	77	45	36
2018	동대문구	전농1동	한국인	30,459	1,095	978	877	1,301	2,190	2,313	2,008	2,548	2,105	2,473	2,475	2,636	2,314	1,544	1,366	1,173	625	281	76	45	36
2018	동대문구	전농1동	외국인	529	17	9	9	12	84	83	61	55	34	27	57	35	24	11	6	2	1	1	1	-	-
2018	동대문구	전농2동	계	20,351	658	813	876	1,124	1,390	1,311	1,123	1,556	1,485	1,863	1,687	1,672	1,448	1,051	840	734	477	169	58	7	9
2018	동대문구	전농2동	한국인	19,946	655	808	875	1,096	1,245	1,244	1,058	1,522	1,462	1,851	1,679	1,664	1,446	1,048	839	734	477	169	58	7	9
2018	동대문구	전농2동	외국인	405	3	5	1	28	145	67	65	34	23	12	8	8	2	3	1	-	-	-	-	-	-
2018	동대문구	답십리1동	계	29,492	1,635	1,287	965	1,134	1,843	2,278	2,670	3,132	2,335	2,350	2,225	2,192	1,782	1,156	938	784	475	182	73	30	26
2018	동대문구	답십리1동	한국인	29,048	1,614	1,279	959	1,128	1,777	2,209	2,608	3,097	2,308	2,306	2,187	2,151	1,765	1,154	937	783	475	182	73	30	26
2018	동대문구	답십리1동	외국인	444	21	8	6	6	66	69	62	35	27	44	38	41	17	2	1	1	-	-	-	-	-
2018	동대문구	답십리2동	계	28,970	916	974	983	1,377	1,838	2,028	1,871	2,175	2,067	2,552	2,487	2,583	2,219	1,560	1,278	1,084	602	257	87	12	20
2018	동대문구	답십리2동	한국인	28,670	910	969	978	1,366	1,789	1,994	1,825	2,154	2,051	2,511	2,462	2,558	2,214	1,550	1,278	1,084	602	257	86	12	20
2018	동대문구	답십리2동	외국인	300	6	5	5	11	49	34	46	21	16	41	25	25	5	10	-	-	-	-	1	-	-
2018	동대문구	장안1동	계	39,212	1,459	1,375	1,347	1,528	2,370	2,991	3,066	3,766	3,162	3,350	3,002	3,288	2,942	1,991	1,550	1,088	544	235	101	37	20
2018	동대문구	장안1동	한국인	38,588	1,435	1,356	1,338	1,518	2,317	2,885	3,004	3,708	3,110	3,276	2,936	3,240	2,917	1,984	1,544	1,086	541	235	101	37	20
2018	동대문구	장안1동	외국인	624	24	19	9	10	53	106	62	58	52	74	66	48	25	7	6	2	3	-	-	-	-
2018	동대문구	장안2동	계	31,649	1,251	1,555	1,423	1,519	1,778	1,887	2,070	3,023	2,826	2,860	2,381	2,485	2,310	1,511	1,179	850	435	172	89	32	13
2018	동대문구	장안2동	한국인	31,368	1,241	1,550	1,422	1,515	1,760	1,849	2,028	2,988	2,800	2,841	2,343	2,456	2,300	1,507	1,178	849	435	172	89	32	13
2018	동대문구	장안2동	외국인	281	10	5	1	4	18	38	42	35	26	19	38	29	10	4	1	1	-	-	-	-	-
2018	동대문구	이문1동	계	26,940	502	616	698	1,398	4,418	3,316	1,861	1,598	1,563	1,967	1,781	1,722	1,607	1,109	995	930	524	202	80	24	29
2018	동대문구	이문1동	한국인	23,287	459	602	684	1,059	2,548	2,593	1,619	1,504	1,481	1,888	1,718	1,667	1,584	1,104	993	927	522	202	80	24	29
2018	동대문구	이문1동	외국인	3,653	43	14	14	339	1,870	723	242	94	82	79	63	55	23	5	2	3	2	-	-	-	-
2018	동대문구	이문2동	계	22,004	647	904	970	1,099	1,591	1,531	1,279	1,704	1,631	1,989	1,823	1,762	1,550	1,109	954	765	435	178	62	15	6
2018	동대문구	이문2동	한국인	21,448	620	898	962	1,084	1,452	1,439	1,220	1,655	1,606	1,965	1,786	1,714	1,530	1,107	950	765	434	178	62	15	6
2018	동대문구	이문2동	외국인	556	27	6	8	15	139	92	59	49	25	24	37	48	20	2	4	-	1	-	-	-	-
2018	중랑구	소계	계	408,147	13,005	13,616	13,147	17,662	26,693	31,877	30,049	33,298	27,961	34,426	35,236	37,782	31,565	21,151	16,575	12,774	6,890	2,899	1,058	314	169
2018	중랑구	소계	한국인	403,209	12,808	13,485	13,062	17,527	26,247	31,243	29,381	32,796	27,606	33,930	34,711	37,297	31,368	21,095	16,559	12,770	6,887	2,896	1,058	314	169
2018	중랑구	소계	외국인	4,938	197	131	85	135	446	634	668	502	355	496	525	485	197	56	16	4	3	3	-	-	-
2018	중랑구	면목2동	계	26,482	783	835	863	1,114	1,692	1,941	1,866	2,102	1,847	2,388	2,559	2,523	2,007	1,354	1,083	815	418	201	66	17	8
2018	중랑구	면목2동	한국인	26,112	773	828	855	1,101	1,661	1,897	1,795	2,068	1,834	2,358	2,520	2,475	1,991	1,349	1,083	815	417	201	66	17	8
2018	중랑구	면목2동	외국인	370	10	7	8	13	31	44	71	34	13	30	39	48	16	5	-	-	1	-	-	-	-
2018	중랑구	면목4동	계	20,730	645	658	627	876	1,322	1,627	1,458	1,758	1,493	1,819	1,725	1,753	1,571	1,176	991	738	281	135	47	22	8
2018	중랑구	면목4동	한국인	20,422	629	648	620	866	1,302	1,594	1,420	1,735	1,462	1,783	1,692	1,725	1,555	1,172	990	736	281	135	47	22	8
2018	중랑구	면목4동	외국인	308	16	10	7	10	20	33	38	23	31	36	33	28	16	4	1	2	-	-	-	-	-
2018	중랑구	면목5동	계	10,071	311	299	302	446	625	729	756	778	659	917	967	945	768	543	405	350	175	65	23	5	3
2018	중랑구	면목5동	한국인	9,951	309	294	302	446	617	722	738	763	651	901	946	930	764	542	405	350	175	65	23	5	3
2018	중랑구	면목5동	외국인	120	2	5	-	-	8	7	18	15	8	16	21	15	4	1	-	-	-	-	-	-	-
2018	중랑구	면목7동	계	22,258	621	647	560	839	1,379	1,857	1,656	1,711	1,528	1,758	1,936	2,211	1,851	1,281	1,005	745	399	193	52	16	13
2018	중랑구	면목7동	한국인	21,960	609	631	553	830	1,361	1,818	1,609	1,679	1,505	1,733	1,903	2,188	1,841	1,278	1,004	745	399	193	52	16	13
2018	중랑구	면목7동	외국인	298	12	16	7	9	18	39	47	32	23	25	33	23	10	3	1	-	-	-	-	-	-
2018	중랑구	상봉1동	계	25,619	941	1,057	1,005	1,304	1,834	2,013	1,854	2,030	1,774	2,108	2,221	2,357	1,828	1,123	851	705	397	142	61	12	2
2018	중랑구	상봉1동	한국인	25,466	934	1,056	1,003	1,301	1,824	1,983	1,834	2,014	1,763	2,092	2,203	2,348	1,821	1,121	850	705	397	142	61	12	2
2018	중랑구	상봉1동	외국인	153	7	1	2	3	10	30	20	16	11	16	18	9	7	2	1	-	-	-	-	-	-
2018	중랑구	상봉2동	계	19,243	546	363	365	616	1,278	2,179	2,175	1,738	1,272	1,476	1,574	1,693	1,327	931	711	533	267	133	39	15	12
2018	중랑구	상봉2동	한국인	18,921	536	359	362	612	1,257	2,134	2,130	1,702	1,252	1,447	1,528	1,647	1,316	931	709	533	267	133	39	15	12
2018	중랑구	상봉2동	외국인	322	10	4	3	4	21	45	45	36	20	29	46	46	11	-	2	-	-	-	-	-	-
2018	중랑구	중화1동	계	21,030	793	714	635	896	1,349	1,781	1,706	1,832	1,412	1,521	1,786	1,923	1,645	1,095	770	625	352	119	57	14	5
2018	중랑구	중화1동	한국인	20,848	790	709	632	895	1,341	1,755	1,675	1,805	1,395	1,504	1,766	1,911	1,636	1,092	770	625	352	119	57	14	5
2018	중랑구	중화1동	외국인	182	3	5	3	1	8	26	31	27	17	17	20	12	9	3	-	-	-	-	-	-	-
2018	중랑구	중화2동	계	28,660	696	590	602	1,053	1,838	2,237	2,200	2,171	1,796	2,449	2,745	3,036	2,532	1,551	1,256	1,055	546	194	79	22	12
2018	중랑구	중화2동	한국인	28,044	677	571	595	1,041	1,800	2,181	2,132	2,105	1,748	2,376	2,660	2,961	2,506	1,534	1,252	1,055	545	192	79	22	12
2018	중랑구	중화2동	외국인	616	19	19	7	12	38	56	68	66	48	73	85	75	26	17	4	-	1	2	-	-	-
2018	중랑구	묵1동	계	36,233	1,287	1,511	1,554	1,780	2,293	2,671	2,620	3,099	2,838	3,246	2,753	2,976	2,480	1,751	1,401	1,032	591	228	77	25	20
2018	중랑구	묵1동	한국인	36,069	1,283	1,509	1,549	1,777	2,275	2,650	2,597	3,080	2,821	3,230	2,739	2,962	2,473	1,750	1,401	1,032	591	228	77	25	20
2018	중랑구	묵1동	외국인	164	4	2	5	3	18	21	23	19	17	16	14	14	7	1	-	-	-	-	-	-	-
2018	중랑구	묵2동	계	20,355	691	622	637	762	1,299	1,718	1,707	1,776	1,396	1,682	1,604	1,778	1,633	1,099	829	633	305	119	48	9	8
2018	중랑구	묵2동	한국인	20,111	680	618	633	756	1,288	1,691	1,667	1,753	1,378	1,651	1,579	1,751	1,623	1,094	828	632	305	119	48	9	8
2018	중랑구	묵2동	외국인	244	11	4	4	6	11	27	40	23	18	31	25	27	10	5	1	1	-	-	-	-	-
2018	중랑구	망우3동	계	18,334	504	519	562	891	1,230	1,345	1,183	1,371	1,132	1,600	1,748	1,760	1,535	1,000	810	580	321	163	54	12	14
2018	중랑구	망우3동	한국인	18,031	472	507	554	881	1,200	1,282	1,136	1,352	1,112	1,584	1,724	1,748	1,527	998	810	580	321	163	54	12	14
2018	중랑구	망우3동	외국인	303	32	12	8	10	30	63	47	19	20	16	24	12	8	2	-	-	-	-	-	-	-
2018	중랑구	신내1동	계	41,264	1,627	2,479	1,926	1,995	2,703	2,703	2,329	3,488	2,988	3,339	3,234	3,650	2,964	1,879	1,519	1,163	754	325	142	47	10
2018	중랑구	신내1동	한국인	41,126	1,619	2,475	1,924	1,992	2,700	2,685	2,303	3,469	2,978	3,325	3,220	3,641	2,960	1,875	1,519	1,163	754	325	142	47	10
2018	중랑구	신내1동	외국인	138	8	4	2	3	3	18	26	19	10	14	14	9	4	4	-	-	-	-	-	-	-
2018	중랑구	신내2동	계	22,379	800	856	954	1,119	1,395	1,416	1,468	1,882	1,597	1,973	1,773	1,975	1,733	1,164	865	668	456	192	67	22	4
2018	중랑구	신내2동	한국인	22,305	800	856	953	1,119	1,386	1,407	1,456	1,873	1,589	1,963	1,767	1,966	1,732	1,164	865	668	456	192	67	22	4
2018	중랑구	신내2동	외국인	74	-	-	1	-	9	9	12	9	8	10	6	9	1	-	-	-	-	-	-	-	-
2018	중랑구	면목본동	계	36,558	1,100	945	954	1,476	2,515	3,085	3,005	3,039	2,497	3,160	3,307	3,356	2,681	1,914	1,469	1,130	568	239	64	30	24
2018	중랑구	면목본동	한국인	35,747	1,077	927	940	1,442	2,388	2,988	2,912	2,955	2,454	3,076	3,241	3,275	2,638	1,913	1,466	1,130	568	239	64	30	24
2018	중랑구	면목본동	외국인	811	23	18	14	34	127	97	93	84	43	84	66	81	43	1	3	-	-	-	-	-	-
2018	중랑구	면목3.8동	계	27,139	737	652	713	1,171	1,848	2,189	1,942	2,102	1,746	2,324	2,424	2,587	2,253	1,463	1,262	947	475	195	85	15	9
2018	중랑구	면목3.8동	한국인	26,663	715	636	705	1,151	1,786	2,119	1,888	2,054	1,711	2,280	2,390	2,546	2,238	1,459	1,260	946	475	195	85	15	9
2018	중랑구	면목3.8동	외국인	476	22	16	8	20	62	70	54	48	35	44	34	41	15	4	2	1	-	-	-	-	-
2018	중랑구	망우본동	계	31,792	923	869	888	1,324	2,093	2,386	2,124	2,421	1,986	2,666	2,880	3,259	2,757	1,827	1,348	1,055	585	256	97	31	17
2018	중랑구	망우본동	한국인	31,433	905	861	882	1,317	2,061	2,337	2,089	2,389	1,953	2,627	2,833	3,223	2,747	1,823	1,347	1,055	584	255	97	31	17
2018	중랑구	망우본동	외국인	359	18	8	6	7	32	49	35	32	33	39	47	36	10	4	1	-	1	1	-	-	-
2018	성북구	소계	계	447,687	14,236	17,443	18,158	23,057	35,906	34,303	29,124	34,575	33,499	40,663	34,853	34,298	29,790	21,077	17,598	14,930	8,479	3,636	1,329	400	333
2018	성북구	소계	한국인	435,868	14,022	17,301	18,056	22,030	31,159	32,431	28,069	33,939	33,061	40,198	34,441	33,906	29,609	21,011	17,568	14,910	8,469	3,628	1,329	399	332
2018	성북구	소계	외국인	11,819	214	142	102	1,027	4,747	1,872	1,055	636	438	465	412	392	181	66	30	20	10	8	-	1	1
2018	성북구	돈암1동	계	16,404	487	520	661	913	1,192	1,128	1,105	1,162	1,044	1,528	1,423	1,404	1,235	838	678	543	323	161	39	9	11
2018	성북구	돈암1동	한국인	16,296	486	519	661	913	1,159	1,112	1,094	1,152	1,034	1,518	1,416	1,396	1,234	838	678	543	323	161	39	9	11
2018	성북구	돈암1동	외국인	108	1	1	-	-	33	16	11	10	10	10	7	8	1	-	-	-	-	-	-	-	-
2018	성북구	돈암2동	계	25,273	953	1,416	1,550	1,516	1,547	1,472	1,417	1,932	2,219	2,655	2,132	1,870	1,455	982	756	659	424	220	71	17	10
2018	성북구	돈암2동	한국인	25,172	948	1,414	1,546	1,515	1,545	1,459	1,398	1,923	2,205	2,642	2,127	1,862	1,454	980	754	659	424	219	71	17	10
2018	성북구	돈암2동	외국인	101	5	2	4	1	2	13	19	9	14	13	5	8	1	2	2	-	-	1	-	-	-
2018	성북구	안암동	계	17,260	296	292	342	866	3,306	2,600	1,420	1,059	873	1,113	1,138	1,040	860	577	542	476	285	115	39	8	13
2018	성북구	안암동	한국인	15,179	268	277	339	676	2,169	2,268	1,281	971	827	1,083	1,109	1,014	849	572	541	476	285	115	39	8	12
2018	성북구	안암동	외국인	2,081	28	15	3	190	1,137	332	139	88	46	30	29	26	11	5	1	-	-	-	-	-	1
2018	성북구	보문동	계	17,067	620	527	446	683	1,281	1,704	1,461	1,524	1,253	1,514	1,359	1,326	1,048	747	590	482	298	128	46	18	12
2018	성북구	보문동	한국인	16,725	609	520	444	676	1,229	1,658	1,419	1,496	1,225	1,483	1,323	1,293	1,037	740	589	482	298	128	46	18	12
2018	성북구	보문동	외국인	342	11	7	2	7	52	46	42	28	28	31	36	33	11	7	1	-	-	-	-	-	-
2018	성북구	정릉1동	계	18,642	683	764	832	1,149	1,373	1,169	1,207	1,519	1,528	1,740	1,347	1,375	1,137	895	708	636	339	163	52	14	12
2018	성북구	정릉1동	한국인	18,058	680	761	831	1,000	1,122	1,103	1,177	1,501	1,508	1,718	1,343	1,366	1,133	892	708	636	339	163	52	13	12
2018	성북구	정릉1동	외국인	584	3	3	1	149	251	66	30	18	20	22	4	9	4	3	-	-	-	-	-	1	-
2018	성북구	정릉2동	계	24,267	872	894	888	1,314	1,705	1,547	1,453	1,901	1,769	2,174	1,912	1,964	1,840	1,314	1,074	842	517	178	79	11	19
2018	성북구	정릉2동	한국인	24,026	868	889	885	1,300	1,618	1,509	1,434	1,890	1,757	2,164	1,902	1,951	1,832	1,312	1,071	840	517	178	79	11	19
2018	성북구	정릉2동	외국인	241	4	5	3	14	87	38	19	11	12	10	10	13	8	2	3	2	-	-	-	-	-
2018	성북구	정릉3동	계	17,294	436	374	439	914	2,297	1,634	1,142	1,040	959	1,261	1,232	1,228	1,259	868	799	734	413	160	78	17	10
2018	성북구	정릉3동	한국인	15,869	421	371	435	734	1,458	1,411	1,059	1,019	936	1,252	1,216	1,222	1,257	868	798	734	413	160	78	17	10
2018	성북구	정릉3동	외국인	1,425	15	3	4	180	839	223	83	21	23	9	16	6	2	-	1	-	-	-	-	-	-
2018	성북구	정릉4동	계	27,161	952	1,070	1,149	1,370	1,813	1,636	1,625	2,265	2,094	2,555	2,134	2,090	1,978	1,425	1,179	974	499	218	91	30	14
2018	성북구	정릉4동	한국인	26,817	949	1,066	1,144	1,331	1,680	1,597	1,604	2,238	2,086	2,538	2,114	2,077	1,967	1,424	1,179	973	498	217	91	30	14
2018	성북구	정릉4동	외국인	344	3	4	5	39	133	39	21	27	8	17	20	13	11	1	-	1	1	1	-	-	-
2018	성북구	길음1동	계	37,829	1,803	2,846	2,616	2,302	1,869	1,656	2,024	3,618	4,155	4,204	2,571	2,099	1,863	1,280	1,139	927	489	232	79	33	24
