"콘텐츠 ID
(필수 입력)","사용유무
(필수입력)","콘텐츠명
(필수 입력)","서브카테고리 명
(선택 입력)","시군
(선택입력)","구명
(선택입력)","새주소[도로명 주소]
(조건부 선택 입력)",지번주소,키워드,"다국어
(필수 입력)","좌표[X]
(조건부 선택 입력)","좌표[Y]
(조건부 선택 입력)","공간객체타입
(조건부 선택 입력)","라인 색상
(조건부 선택 입력)","라인 패턴
(조건부 선택 입력)","라인두께
(조건부 선택)","전화번호
(선택 입력)","웹URL
(선택 입력)","동영상 웹 링크 URL
(선택 입력)","음성파일 웹 링크 URL
(선택 입력)","사진 정보1[URL or 파일명]
(선택 입력)","사진 정보2[URL or 파일명]
(선택 입력)","사진 정보3[URL or 파일명]
(선택 입력)","사진 정보4[URL or 파일명]
(선택 입력)","사진 정보5[URL or 파일명]
(선택 입력)","상세 제목1
(선택 입력)","상세 내용1
(선택 입력)","상세 제목2
(선택 입력)","상세 내용2
(선택 입력)","상세 제목3
(선택 입력)","상세 내용3
(선택 입력)","상세 제목4
(선택 입력)","상세 내용4
(선택 입력)","상세 제목5
(선택 입력)","상세 내용5
(선택 입력)","상세 제목6
(선택 입력)","상세 내용6
(선택 입력)","상세 제목7
(선택 입력)","상세 내용7
(선택 입력)","상세 제목13
(선택 입력)","상세 내용13
(선택 입력)","상세 제목14
(선택 입력)","상세 내용14
(선택 입력)","상세 제목15
(선택 입력)","상세 내용15
(선택 입력)","상세 제목16
(선택 입력)","상세 내용16
(선택 입력)","상세 제목17
(선택 입력)","상세 내용17
(선택 입력)","상세 제목18
(선택 입력)","상세 내용18
(선택 입력)","상세 제목19
(선택 입력)","상세 내용19
(선택 입력)","상세 제목20
(선택 입력)","상세 내용20
(선택 입력)"
Sijang_jongno_007,Y,동대문종합시장D동상가,전문시장,,종로구,종로 266,종로구 종로6가 289-45,,KOR,127.008188944,37.570568631,1,#0000FF,L,4,2279-8751~2,,,,http://economy.seoul.go.kr/files/2015/08/55c98bc9612974.60288782.jpg,,,,,,,면적(㎡),14280,점포수(개),1134,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(원단, 의류 부자재)",대표상품,"의류부자재, 악세사리",주변 버스정류소,동대문종합시장(01-702) - (마을)종로03,,,,,,,,,,,,,,,,
Sijang_jongno_006,Y,동대문쇼핑타운,전문시장,,종로구,종로272,종로구 종로6가 289-57,,KOR,127.008080012,37.570783313,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),7679.37,점포수(개),334,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(원단, 의류 부자재)",,,주변 버스정류소,동대문종합시장(01-702) - (마을)종로03,,,,,,,,,,,,,,,,
Sijang_jongno_005,Y,동대문종합시장,전문시장,,종로구,종로 266,종로구 종로6가 289-45,,KOR,127.0077525,37.570483,1,#0000FF,L,4,2262-0211,http://www.ddm-mall.com,,,http://economy.seoul.go.kr/files/2015/08/55c86094764c21.70575953.jpg,,,,,,,면적(㎡),61475.99,점포수(개),4000,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(원단, 의류 부자재)",대표상품,"원단, 의류부자재, 혼수용품",주변 버스정류소,동대문종합시장(01-702) - (마을)종로03,,,,,,,,,,,,,,,,
Sijang_jongno_004,N,세운상가가동,전문시장,,종로구,청계천로 159,종로구 장사동 116-4,,KOR,126.9952529,37.5693261,1,#0000FF,L,4,2271-2344,,,,http://economy.seoul.go.kr/files/2015/08/55c85c0e57f0d0.32329487.jpg,,,,,,,면적(㎡),10818.64,점포수(개),347,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(가전제품),대표상품,"전자제품, 전자부품",주변 버스정류소,"청계4가,세운교(01-176) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_003,Y,광장전통시장(골목),일반시장,,종로구,창경궁로 88,종로구 종로4가 165-2,,KOR,127.0005761,37.5705358,1,#0000FF,L,4,2269-8855,http://jkm.or.kr,,,http://economy.seoul.go.kr/files/2015/08/55c85d65e53f98.15292936.jpg,,,,,,,면적(㎡),49384,점포수(개),2019,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"한복, 직물",주변 버스정류소,"종로5가,광장시장(01-178) - (일반)111, (간선)101, 103, 201, 260, 262, 270, 271, 370, 720, 721, N15, N26, N62, (지선)2112, 7212, (직행)9301",,,,,,,,,,,,,,,,
Sijang_jongno_002,Y,통인시장,일반시장,,종로구,필운대로6길 3,종로구 통인동 35-16,,KOR,126.968790488,37.580821073,1,#0000FF,L,4,722-0911,http://tonginmarket.co.kr,,,http://economy.seoul.go.kr/files/2015/08/55c84c4e500a06.98911250.jpg,,,,,,,면적(㎡),4421,점포수(개),78,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"기름떡볶이, 도시락카페",주변 버스정류소,"통인시장,종로구보건소(01-110) - (지선)1020, 1711, 7016, 7018, 7022, 7212",,,,,,,,,,,,,,,,
Sijang_jongno_001,Y,광장시장(건물),일반시장,,종로구,창경궁로 88,종로구 종로4가 165-2,,KOR,127.0000669,37.5704796,1,#0000FF,L,4,2272-0967,http://kwangjangmarket.co.kr,,,http://economy.seoul.go.kr/files/2015/08/55c84bf50da131.33056635.jpg,,,,,문화관광형 시장(2013),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),18975.3,점포수(개),1250,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"한복, 양복, 구제옷, 고급원단, 맞춤복브랜드 INSEED / 각종 부침개 및 빈대떡(즉석에서 맷돌로 갈은 녹두로 만든 녹두전, 김치빈대떡 등 술안주 등으로 다양한 전의 맛을 느낄 수 있음) / 구제 및 빈티지 상가(수입구제상가에서 빈티지 등의 의류와 각종 장신구를 저렴한 가격에 구할 수 있음)",주변 버스정류소,"종로5가,광장시장(01-178) - (일반)111, (간선)101, 103, 201, 260, 262, 270, 271, 370, 720, 721, N15, N26, N62, (지선)2112, 7212, (직행)9301",,,,,,,,,,,,,,,,
Sijang_gwangjn_016,Y,신성골목시장,일반시장,,광진구,용마산로6길 9,광진구 중곡동 453,,KOR,127.088854,37.5579572,1,#0000FF,L,4,446-7831,,,,,,,,,,,면적(㎡),,점포수(개),48,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,신성시장입구(05-517) - (마을)광진03,,,,,,,,,,,,,,,,
Sijang_gwangjn_015,Y,능동로골목시장,일반시장,,광진구,뚝섬로30길 23,광진구 자양동 553-219,,KOR,127.066639345,37.535140281,1,#0000FF,L,4,499-2422,,,,,,,,,,,면적(㎡),,점포수(개),89,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"국민은행신자양지점(05-200) - (간선)240, (지선)2014 , 2224 , 2412 ",,,,,,,,,,,,,,,,
Sijang_gwangjn_014,Y,면곡골목시장,일반시장,,광진구,답십리로 368,광진구 중곡동 580-1,,KOR,127.081259743,37.571474184,1,#0000FF,L,4,495-9070,,,,,,,,,,,면적(㎡),,점포수(개),35,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,면곡시장(05-511) - (마을)광진04,,,,,,,,,,,,,,,,
Sijang_gwangjn_013,Y,화양제일골목시장,일반시장,,광진구,아차산로29길 59,광진구 화양동 34-72,,KOR,127.069275462,37.543486933,1,#0000FF,L,4,465-6221,,,,,,,,,,,면적(㎡),11281,점포수(개),86,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,건대입구역사거리(05-263) - (지선)3220,,,,,,,,,,,,,,,,
Sijang_gwangjn_012,Y,영동교골목시장,일반시장,,광진구,동일로10길 30,광진구 자양동 246-111,,KOR,127.063267148,37.538007858,1,#0000FF,L,4,463-9686,,,,http://economy.seoul.go.kr/files/2012/07/500cb3c3f2c614.88720972.jpg,,,,,,,면적(㎡),12744,점포수(개),96,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"노룬산시장앞(05-219) - (간선)240, (지선)2014 , 2224 , 2412 ",,,,,,,,,,,,,,,,
Sijang_gwangjn_011,Y,노룬산골목시장,일반시장,,광진구,뚝섬로25길 6,광진구 자양동 553-60,,KOR,127.065324076,37.536359402,1,#0000FF,L,4,465-2103,,,,http://economy.seoul.go.kr/files/2012/07/500cb3040bfb89.39506139.jpg,,,,,,,면적(㎡),6719,점포수(개),52,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"노룬산시장앞(05-219) - (간선)240, (지선)2014 , 2224 , 2412 ",,,,,,,,,,,,,,,,
Sijang_gwangjn_010,Y,자양골목시장,일반시장,,광진구,자양로13길 59,광진구 자양동 631-18,,KOR,127.081573707,37.5337931,1,#0000FF,L,4,458-1624,,,,http://economy.seoul.go.kr/files/2012/07/500cb2c4987a60.83742277.jpg,,,,,,,면적(㎡),16400,점포수(개),135,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"홍가네 방앗간(들기름, 참기름-TV다수 출연) / 영남떡방앗간(새로운아이템시도), 제영김(2대째운영), 안흥찐빵(팥칼국수 전문,가격저렴,손칼국수 맛집)",주변 버스정류소,"자양미소약국,자양골목시장(05-190) - (지선)2221 , 2412 , 2415, (마을)광진05",,,,,,,,,,,,,,,,
Sijang_gwangjn_009,Y,중곡제일골목시장,일반시장,,광진구,긴고랑로11길 14,광진구 중곡동 221-6,,KOR,127.08173279,37.563870762,1,#0000FF,L,4,466-5003,,,,http://economy.seoul.go.kr/files/2012/07/500cb2827faf70.28513926.jpg,,,,,,,면적(㎡),14684,점포수(개),143,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"참기름, 들기름, 명품떡 / 소문난 순대(맛으로 승부), 안녕하세요 곱창(방송출연)",주변 버스정류소,"중마초등학교,중곡제일골목시장(05-109) - (간선)240, (지선)2311",,,,,,,,,,,,,,,,
Sijang_gwangjn_008,Y,한아름시장,일반시장,,광진구,능동로13길 39,광진구 화양동 10-1,,KOR,127.070197467,37.54308846,1,#0000FF,L,4,465-7965,,,,,,,,,,,면적(㎡),2456,점포수(개),5,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"서울화양초등학교(05-228) - (간선)240, 721, N61 , N62 , (지선)2016 , 2222 , 3220 , 4212, (직행)102, 1002",,,,,,,,,,,,,,,,
Sijang_gwangjn_007,Y,자양종합시장,일반시장,,광진구,자양번영로6길 20,광진구 자양동 602,,KOR,127.076258676,37.53221801,1,#0000FF,L,4,457-7480,,,,,,,,,,,면적(㎡),4724.29,점포수(개),21,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"자양미소약국,자양골목시장(05-190) - (지선)2221 , 2412 , 2415, (마을)광진05",,,,,,,,,,,,,,,,
Sijang_gwangjn_006,Y,구의시장,일반시장,,광진구,광나루로 531-5,광진구 구의동 66-25,,KOR,127.088586558,37.545495632,1,#0000FF,L,4,457-8045,,,,,,,,,,,면적(㎡),2529.91,점포수(개),7,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,구의시장삼거리(05-150) - (지선)3220,,,,,,,,,,,,,,,,
Sijang_gwangjn_005,Y,광성시장,일반시장,,광진구,능동로47길 30,광진구 중곡동 229-15,,KOR,127.081105061,37.56358433,1,#0000FF,L,4,467-5200,,,,,,,,,,,면적(㎡),2135.53,점포수(개),20,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,용마사거리(05-726) - (마을)광진04,,,,,,,,,,,,,,,,
Sijang_gwangjn_004,Y,중곡제일시장,일반시장,,광진구,긴고랑로11길 11,광진구 중곡동 229-5,,KOR,127.081286021,37.563906215,1,#0000FF,L,4,467-0254,,,,,,,,,문화관광형 시장(2016),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),2760,점포수(개),9,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,용마사거리(05-726) - (마을)광진04,,,,,,,,,,,,,,,,
Sijang_gwangjn_003,Y,신성시장,일반시장,,광진구,영화사로 12,광진구 중곡동 79-13,,KOR,127.088652266,37.558028343,1,#0000FF,L,4,444-1707,http://www.shinsungmarket.com,,,,,,,,,,면적(㎡),1137.92,점포수(개),25,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,할머니 칼국수 ？ 마니아층 형성,주변 버스정류소,"신성시장(05-138) - (간선)320, (지선)2012",,,,,,,,,,,,,,,,
Sijang_gwangjn_002,Y,노룬산시장,일반시장,,광진구,뚝섬로 491,광진구 자양동 44-2,,KOR,127.064861054,37.536480423,1,#0000FF,L,4,463-7521,,,,,,,,,,,면적(㎡),1620,점포수(개),20,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"노룬산시장(05-216) - (간선)146, 242, N61, (지선)3217, 4212",,,,,,,,,,,,,,,,
Sijang_gwangjn_001,Y,조양시장,일반시장,,광진구,아차산로30길 39,광진구 자양동 6-20,,KOR,127.0674731,37.538991457,1,#0000FF,L,4,463-5611,,,,,,,,,,,면적(㎡),6524.82,점포수(개),40,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"건대입구역(05-217) - (간선)N61, N62, (지선)2016, 3217, 4212",,,,,,,,,,,,,,,,
Sijang_gwanak_021,Y,강남골목시장,일반시장,,관악구,조원로4길 21,관악구 신림동 1652-1,,KOR,126.904902115,37.482593792,1,#0000FF,L,4,867-8435,,,,http://economy.seoul.go.kr/files/2015/08/55d27e8825e981.87919144.jpg,,,,,,,면적(㎡),11108,점포수(개),52,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,골목시장앞(21-221) - (지선)6516,,,,,,,,,,,,,,,,
Sijang_gwanak_020,Y,미성동 도깨비시장,일반시장,,관악구,미성3길 1,관악구 신림동 727-5,,KOR,126.916384515,37.474422871,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55d27e59df1473.76092195.jpg,,,,,,,면적(㎡),9190,점포수(개),83,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"세이브마트앞(21-216) - (간선)506, (지선)5522B , 5523 , 5524 , 5615 , 5616 ",,,,,,,,,,,,,,,,
Sijang_gwanak_019,Y,중부시장,일반시장,,관악구,관악로24길 25,관악구 봉천동 34-9,,KOR,126.95581049,37.484518422,1,#0000FF,L,4,884-7337,,,,http://economy.seoul.go.kr/files/2015/08/55d27c25cad063.13236361.jpg,,,,,,,면적(㎡),,점포수(개),80,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"봉원중학교,행운동우성아파트(21-132) - (간선)501 , 506 , 641 , 650 , 750A , 750B , (지선)5511 , 5513 , 5515 , 5517 , (마을)관악07 ",,,,,,,,,,,,,,,,
Sijang_gwanak_018,Y,서원동상점가,일반시장,,관악구,서원동 1637 일대,관악구 신림동 1638-15,,KOR,126.929366545,37.482350326,1,#0000FF,L,4,889-1233,,,,http://economy.seoul.go.kr/files/2015/08/55d27f44d4b573.36499858.jpg,,,,,,,면적(㎡),17115,점포수(개),200,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,대표상품,"식당,의류,잡화",주변 버스정류소,"신림사거리(21-148) - (간선)152, (지선)5516 , 5519 , 5522B , 5523 , 5528 , 6512 , 6513 , 6514 ",,,,,,,,,,,,,,,,
Sijang_gwanak_017,Y,낙성대 시장,일반시장,,관악구,관악로14길 63,관악구 봉천동 1612-27,,KOR,126.956032361,37.478651566,1,#0000FF,L,4,878-6789,,,,http://economy.seoul.go.kr/files/2015/08/55d27bf703c3e9.96205073.jpg,,,,,,,면적(㎡),2160,점포수(개),53,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,봉천7동시장입구(21-600) - (마을)관악04,,,,,,,,,,,,,,,,
Sijang_gwanak_016,Y,삼성동 시장,일반시장,,관악구,삼성동 808일대,관악구 신림동 808-496,,KOR,126.931882313,37.470037703,1,#0000FF,L,4,884-0428,,,,http://economy.seoul.go.kr/files/2015/08/55d27a880dc516.68109015.jpg,,,,,,,면적(㎡),4800,점포수(개),206,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,삼성동시장(21-649) - (마을)관악08,,,,,,,,,,,,,,,,
Sijang_gwanak_015,Y,인헌시장,일반시장,,관악구,인헌6길 16,관악구 봉천동 1638-22,,KOR,126.965989197,37.474095787,1,#0000FF,L,4,070-8104-2665,http://inhunmarket.com,,,http://economy.seoul.go.kr/files/2015/08/55d279c28b0707.44072661.jpg,,,,,,,면적(㎡),9751,점포수(개),52,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품 / 소프트치킨,회초밥,한우,부산어묵,만두 등",주변 버스정류소,원당시장입구(21-562) - (마을)관악04,,,,,,,,,,,,,,,,
Sijang_gwanak_014,Y,조원동 펭귄시장,일반시장,,관악구,남부순환로143나길 7,관악구 신림동 541-6,,KOR,126.911004456,37.482862845,1,#0000FF,L,4,857-3810,,,,http://economy.seoul.go.kr/files/2015/08/55d279605f0fe9.31307344.jpg,,,,,,,면적(㎡),9831,점포수(개),70,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,펭귄시장(21-756) - (마을)관악06,,,,,,,,,,,,,,,,
Sijang_gwanak_013,Y,관악신사시장,일반시장,,관악구,난곡로74길 58,관악구 신림동 494-7,,KOR,126.916944347,37.486302188,1,#0000FF,L,4,855-1994,http://kwanaksinsa.alltheway.kr,,,http://economy.seoul.go.kr/files/2015/08/55d279271b2880.22215589.jpg,,,,,,,면적(㎡),3778,점포수(개),100,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농,수,축산물,건어물,공산품,음식점",주변 버스정류소,"신사동주민센터,신사시장(21-351) - (지선)5519",,,,,,,,,,,,,,,,
Sijang_gwanak_012,Y,신원시장,일반시장,,관악구,신원로3길 20-3,관악구 신림동 1599-3,,KOR,126.92735937,37.482067408,1,#0000FF,L,4,854-5453,http://sinwonsijang.com,,,http://economy.seoul.go.kr/files/2015/08/55d278f0f163b6.54233173.jpg,,,,,서울형 신시장,"전통시장의 경쟁력을 강화하기 위해 시장 특성에 맞는 활성화 방안을 마련, 새로운 시장 모델을 만들어가는 곳",면적(㎡),3678,점포수(개),119,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품 / 탕수육, 떡볶이등 분식",주변 버스정류소,"신림사거리,신원시장(21-604) - (간선)500, 504, (지선)5525, 5535",,,,,,,,,,,,,,,,
Sijang_gwanak_011,Y,신림현대종합상가,일반시장,,관악구,신림로29길 8,관악구 신림동 1694,,KOR,126.933041254,37.4755706,1,#0000FF,L,4,875-4271,,,,http://economy.seoul.go.kr/files/2015/08/55d278b242b158.40185462.jpg,,,,,,,면적(㎡),5053,점포수(개),43,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"잡화,식당,의류",주변 버스정류소,현대아파트109동(21-782) - (마을)관악05,,,,,,,,,,,,,,,,
Sijang_gwanak_010,Y,관악종합시장,일반시장,,관악구,신원로 23,관악구 신림동 1602-1,,KOR,126.927814104,37.481752973,1,#0000FF,L,4,856-4355,,,,http://economy.seoul.go.kr/files/2015/08/55d27878824b23.73143963.jpg,,,,,,,면적(㎡),2036,점포수(개),57,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"동부아파트(21-677) - (마을)관악05, 관악10",,,,,,,,,,,,,,,,
Sijang_gwanak_009,Y,우림시장,일반시장,,관악구,난곡로26길 4,관악구 신림동 637-1,,KOR,126.920426903,37.470295507,1,#0000FF,L,4,864-4488,,,,http://economy.seoul.go.kr/files/2015/08/55d27844cc6e88.06652130.jpg,,,,,,,면적(㎡),1726,점포수(개),17,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"우림시장,난곡보건분소(21-209) - (간선)506, (지선)5522A , 5523 , 5524 , 5615 , 5616 ",,,,,,,,,,,,,,,,
Sijang_gwanak_008,Y,원당종합시장,일반시장,,관악구,남부순환로248길 35,관악구 봉천동 1638-20,,KOR,126.965889932,37.47441385,1,#0000FF,L,4,888-0930,,,,http://economy.seoul.go.kr/files/2015/08/55d1a56e1e58c7.85972299.jpg,,,,,,,면적(㎡),2059,점포수(개),7,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,원당시장입구(21-562) - (마을)관악04,,,,,,,,,,,,,,,,
Sijang_gwanak_007,Y,신림중앙시장,일반시장,,관악구,조원로16길 27,관악구 신림동 541,,KOR,126.9114032,37.483145566,1,#0000FF,L,4,865-7577,,,,http://economy.seoul.go.kr/files/2015/08/55d277e1821282.92495354.jpg,,,,,,,면적(㎡),6167,점포수(개),140,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,농수산물,주변 버스정류소,펭귄시장(21-756) - (마을)관악06,,,,,,,,,,,,,,,,
Sijang_gwanak_006,Y,신신림시장,일반시장,,관악구,원신2길 34,관악구 삼성동 390-1,,KOR,126.932164052,37.470889478,1,#0000FF,L,4,874-4322,,,,http://economy.seoul.go.kr/files/2015/08/55d1a738525836.78836057.jpg,,,,,,,면적(㎡),1824,점포수(개),11,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,삼성동시장입구(21-820) - (마을)관악08,,,,,,,,,,,,,,,,
Sijang_gwanak_005,Y,신림종합시장,일반시장,,관악구,남부순환로157길 63,관악구 신림동 505-1,,KOR,126.917074742,37.484644077,1,#0000FF,L,4,856-4556,,,,http://economy.seoul.go.kr/files/2015/08/55d1a5b45c5728.66098843.jpg,,,,,,,면적(㎡),3778,점포수(개),25,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"신사동주민센터,신사시장(21-351) - (지선)5519",,,,,,,,,,,,,,,,
Sijang_gwanak_004,Y,봉천중앙시장,일반시장,,관악구,관악로 211,관악구 봉천동 32-2,,KOR,126.954169999,37.483759106,1,#0000FF,L,4,877-5930,,,,http://economy.seoul.go.kr/files/2015/08/55d1a175c5f7b2.07759577.jpg,,,,,,,면적(㎡),3406,점포수(개),36,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"봉천사거리,봉천중앙시장(21-138) - (간선)641, 650, (지선)5524",,,,,,,,,,,,,,,,
Sijang_gwanak_003,Y,봉천제일종합시장,일반시장,,관악구,청룡2길 29,관악구 봉천동 921-1,,KOR,126.944395622,37.481248434,1,#0000FF,L,4,878-8881,,,,http://economy.seoul.go.kr/files/2015/08/55d19c21093ae1.29621816.jpg,,,,,,,면적(㎡),3521,점포수(개),48,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"봉천역,관악초등학교(21-119) - (일반)1 , 9-3 , (간선)461 , 506 , 643 , 651 , N15 , N61, (지선)5413 , 5523 , 5530 , 6512 , 6515 ",,,,,,,,,,,,,,,,
Sijang_gwanak_002,Y,봉천현대시장,일반시장,,관악구,양녕로 49,관악구 봉천동 503-1,,KOR,126.946496519,37.486431193,1,#0000FF,L,4,882-0492,,,,http://economy.seoul.go.kr/files/2015/08/55d19baa1dc6d6.59008902.jpg,,,,,,,면적(㎡),2069,점포수(개),35,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품",주변 버스정류소,"현대시장(21-251) - (지선)5524, 6511",,,,,,,,,,,,,,,,
Sijang_gwanak_001,Y,봉일시장,일반시장,,관악구,은천로 28,관악구 봉천동 951-25,,KOR,126.938363952,37.485922594,1,#0000FF,L,4,874-1500,http://bongilplaza.co.kr,,,http://economy.seoul.go.kr/files/2015/08/55d19b0401a372.21982209.jpg,,,,,,,면적(㎡),3068,점포수(개),35,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"농축수산물,공산품 / 경상도집, 메밀이랑 면이랑",주변 버스정류소,"봉일시장(21-202) - (지선)5524 , 5535 , 6511 , 6516 ",,,,,,,,,,,,,,,,
Sijang_guro_008,Y,가리봉시장,일반시장,,구로구,우마길 15 (가리봉동),구로구 가리봉동 123-79,,KOR,126.888296363,37.481551545,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),8859,점포수(개),70,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"가리봉시장(17-132) - (간선)503 , 571 , (지선)5615 , 5618 , 5619 , 5626 , 5630 , 5712 , 5714 ",,,,,,,,,,,,,,,,
Sijang_guro_007,Y,개봉프라자,일반시장,,구로구,고척로40길 19,구로구 고척동 269-1,,KOR,126.851103744,37.501955366,1,#0000FF,L,4,2688-5242,,,,,,,,,,,면적(㎡),9974,점포수(개),36,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"개봉시장(17-219) - (지선)5626, 6613, (마을)구로01, 구로08",,,,,,,,,,,,,,,,
Sijang_guro_006,Y,고척프라자,일반시장,,구로구,중앙로10길 7,구로구 고척동 50-48,,KOR,126.862595532,37.503485548,1,#0000FF,L,4,6710-0392,,,,,,,,,,,면적(㎡),11965,점포수(개),1,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"고척시장(17-225) - (간선)600, (지선)5712 , 6515 , 6638 ",,,,,,,,,,,,,,,,
Sijang_guro_005,Y,남구로시장(구 구로자율시장),일반시장,,구로구,구로동로26길 33,구로구 구로동 730-16,,KOR,126.885941621,37.490373058,1,#0000FF,L,4,855-8509,,,,,,,,,문화관광형 시장(2015),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),23967,점포수(개),174,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"구로4동우체국,고대구로병원정문(17-137) - (간선)503 , 571 , (지선)5615 , 5619 , 5626 , 5630 , 5712 , 5714 , 6411 , 6511 , 6512 ",,,,,,,,,,,,,,,,
Sijang_guro_004,Y,고척근린시장,일반시장,,구로구,경인로33길 98-3,구로구 고척동 257-12,,KOR,126.850512228,37.502410386,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),2006,점포수(개),60,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"고척근린시장(17-956) - (마을)구로01, 구로08",,,,,,,,,,,,,,,,
Sijang_guro_003,Y,개봉중앙시장,일반시장,,구로구,경인로19가길 14-1,구로구 오류동 38-7,,KOR,126.843548551,37.496585113,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),1515,점포수(개),18,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"현대아파트,개봉중앙시장(17-210) - (일반)1, 11, 17, 22, 39, 100, 510, (지선)6513, 6616, 6637, 6638, (좌석)301, 320",,,,,,,,,,,,,,,,
